Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
PL-1425C;Платье "Margo" PL-1425C;Платья;Платье "Margo" горчичного цвета в мелкую клетку выполнено из французского трикотажа. Манжеты из ткани того же цвета, а вот рукава — черные. Модель имеет А-силуэт, поэтому отлично подойдет для девушек с неидеальными, полными бедрами, и скроет недостатки фигуры. Благодаря плотности ткани платье можно носить в холодную погоду, его практичность позволяет использовать платье каждый день, надевать на работу или прогулку.Длина по спинке - 89 смДлина рукава - 45 см;42,44,46,48;горчичный;;325;844;15.13;https://niko-opt.com/platya/1211-plate-margo-pl-1425c.html;http://niko-opt.com/4760-large_default/plate-margo-pl-1425c.jpg,http://niko-opt.com/4761-large_default/plate-margo-pl-1425c.jpg;
PL-1425D;Платье "Margo" PL-1425D;Платья;Хочется красивое новое плате? Пора подумать о себе, любимой? Тогда стильное платье "Margo" в мелкую серую клетку отлично подойдет для вас! Манжеты выполнены из ткани того же цвета, что и само платье, а рукава из трикотажа черного цвета. Ухаживать за платьем не составит большого труда, его можно стирать, используя обычный, не деликатный режим, а сушить не только на воздухе, но и машиной сушкой. Цвет после многочисленных стирок останется таким же ярким и насыщенным, ткань не сядет и на ее поверхности не образуется катышек!Длина по спинке - 89 смДлина рукава - 45 см;42,44,46,48;серый;;325;844;15.13;https://niko-opt.com/platya/1212-plate-margo-pl-1425d.html;http://niko-opt.com/4762-large_default/plate-margo-pl-1425d.jpg,http://niko-opt.com/4763-large_default/plate-margo-pl-1425d.jpg;
PL-1608A;Платье "Marisel" PL-1608A;Платья;;42,44,46,48;темно-синий, рукава бордовая клетка;джерси на флисе;414;1056;19;https://niko-opt.com/platya/1945-plate-marisel-pl-1608a.html;http://niko-opt.com/6887-large_default/plate-marisel-pl-1608a.jpg,http://niko-opt.com/6888-large_default/plate-marisel-pl-1608a.jpg;
PL-1608B;Платье "Marisel" PL-1608B;Платья;;42,44,46,48;графит, рукава бордовая клетка;джерси на флисе;414;1056;19;https://niko-opt.com/platya/1947-plate-marisel-pl-1608b.html;http://niko-opt.com/6881-large_default/plate-marisel-pl-1608b.jpg,http://niko-opt.com/6882-large_default/plate-marisel-pl-1608b.jpg;
PL-1608C;Платье "Marisel" PL-1608C;Платья;;42,44,46,48;темно-синий, рукава синяя клетка;джерси на флисе;414;1056;19;https://niko-opt.com/platya/1946-plate-marisel-pl-1608c.html;http://niko-opt.com/6885-large_default/plate-marisel-pl-1608c.jpg,http://niko-opt.com/6886-large_default/plate-marisel-pl-1608c.jpg;
PL-1608D;Платье "Marisel" PL-1608D;Платья;;42,44,46,48;графит, рукава синяя клетка;джерси на флисе;414;1056;19;https://niko-opt.com/platya/1948-plate-marisel-pl-1608d.html;http://niko-opt.com/6883-large_default/plate-marisel-pl-1608d.jpg,http://niko-opt.com/6884-large_default/plate-marisel-pl-1608d.jpg;
PL-1563A;Платье "Marlene" PL-1563A;Платья;Рост модели 170 см Длина по спинке 86 см Длина рукава 61 см;42,44,46,48;графит;ангора;252;670;11.96;https://niko-opt.com/platya/1840-plate-marlene-pl-1563a.html;http://niko-opt.com/6485-large_default/plate-marlene-pl-1563a.jpg,http://niko-opt.com/6486-large_default/plate-marlene-pl-1563a.jpg,http://niko-opt.com/6487-large_default/plate-marlene-pl-1563a.jpg;
PL-1563B;Платье "Marlene" PL-1563B;Платья;Рост модели 170 см Длина по спинке 86 см Длина рукава 61 см;42,44,46,48;серый;ангора;252;670;11.96;https://niko-opt.com/platya/1839-plate-marlene-pl-1563b.html;http://niko-opt.com/6479-large_default/plate-marlene-pl-1563b.jpg,http://niko-opt.com/6480-large_default/plate-marlene-pl-1563b.jpg,http://niko-opt.com/6481-large_default/plate-marlene-pl-1563b.jpg;
PL-1563C;Платье "Marlene" PL-1563C;Платья;Рост модели 170 см Длина по спинке 86 см Длина рукава 61 см;42,44,46,48;электрик;ангора;252;670;11.96;https://niko-opt.com/platya/1838-plate-marlene-pl-1563c.html;http://niko-opt.com/6473-large_default/plate-marlene-pl-1563c.jpg,http://niko-opt.com/6474-large_default/plate-marlene-pl-1563c.jpg,http://niko-opt.com/6475-large_default/plate-marlene-pl-1563c.jpg;
PL-1563D;Платье "Marlene" PL-1563D;Платья;Рост модели 170 см Длина по спинке 86 см Длина рукава 61 см;42,44,46,48;марсала;ангора;252;670;11.96;https://niko-opt.com/platya/1837-plate-marlene-pl-1563d.html;http://niko-opt.com/6467-large_default/plate-marlene-pl-1563d.jpg,http://niko-opt.com/6468-large_default/plate-marlene-pl-1563d.jpg,http://niko-opt.com/6469-large_default/plate-marlene-pl-1563d.jpg;
PL-1563E;Платье "Marlene" PL-1563E;Платья;Рост модели 170 см Длина по спинке 86 см Длина рукава 61 см;42,44,46,48;темно-зеленый;ангора;252;670;11.96;https://niko-opt.com/platya/1836-plate-marlene-pl-1563e.html;http://niko-opt.com/6461-large_default/plate-marlene-pl-1563e.jpg,http://niko-opt.com/6462-large_default/plate-marlene-pl-1563e.jpg,http://niko-opt.com/6463-large_default/plate-marlene-pl-1563e.jpg;
PL-1393B;Платье "Melissa" PL-1393B;Платья;Стильное и теплое платье "Melissa" синего цвета отлично подойдет для любой девушки, ведь этот оттенок сочетается почти с любым типом лица. Благодаря тому, что в составе ткани есть шерсть, в платье будет тепло, тем не менее оно пропускает воздух, не создавая парникового эффекта для тела. На поверхности ткани не образовываются катышки, и после многочисленной стирки ткань не даст усадки, не растянется, и будет выглядеть так же, как при покупке.Длина изделия:по спинке: 90 см, рукава: 61 см;42;синий;ангора;305;796;14.26;https://niko-opt.com/platya/1178-plate-melissa-pl-1393b.html;http://niko-opt.com/4688-large_default/plate-melissa-pl-1393b.jpg,http://niko-opt.com/4689-large_default/plate-melissa-pl-1393b.jpg;
PL-1393C;Платье "Melissa" PL-1393C;Платья;Красивое и теплое платье "Melissa" красного цвета будет отлично смотреться на фигуре. Простой крой платья позволяет носить его каждый день, а украшение плечи гипюром делает его праздничным. В составе ткани шерсть, что позволяет носить платье холодной зимой, и холодные порывы ветра не будут проникать внутрь. Уход за изделием прост: машинная стирка, обычная сушка и глажка, ткань не линяет и не дает усадки, а на ее поверхности не образовывается катышек.Длина изделия:по спинке: 90 см, рукава: 61 см;42,44,46,48;красный;ангора;305;796;14.26;https://niko-opt.com/platya/1179-plate-melissa-pl-1393c.html;http://niko-opt.com/4690-large_default/plate-melissa-pl-1393c.jpg,http://niko-opt.com/4691-large_default/plate-melissa-pl-1393c.jpg;
